name	x	y	z
Fp1	80.784014	26.133014	-4.001085
Fp2	80.784014	-26.133014	-4.001085
F3	57.551063	48.200427	39.869712
F4	57.584026	-48.142596	39.891983
C3	0.000000	63.171281	56.871691
C4	0.000000	-63.167310	56.876102
P3	-57.551063	48.200427	39.869712
P4	-57.584026	-48.142596	39.891983
O1	-80.784014	26.133014	-4.001085
O2	-80.784014	-26.133014	-4.001085
T7	0.000000	84.538539	-8.845083
T8	0.000000	-84.538539	-8.845083
P7	-49.871378	68.423335	-7.489518
P8	-49.926527	-68.383590	-7.485085
Fz	60.738481	-0.000000	59.462904
Cz	0.000000	-0.000000	85.000000
Pz	-60.738481	-0.000000	59.462904
Oz	-84.981234	-0.000000	-1.786039
FC1	32.436184	32.351377	71.598061
FC2	32.436184	-32.351377	71.598061
CP1	-32.436184	32.351377	71.598061
CP2	-32.436184	-32.351377	71.598061
FT9	23.301607	70.075799	-42.088211
FT10	23.301607	-70.075799	-42.088211
TP9	-23.301607	70.075799	-42.088211
TP10	-23.301607	-70.075799	-42.088211
P9	-44.484105	59.708274	-41.001053
P10	-44.484105	-59.708274	-41.001053
PO9	-61.507266	43.557631	-39.301259
PO10	-61.547339	-43.524747	-39.274948
O9	-72.961035	22.959734	-37.074762
O10	-72.961035	-22.959734	-37.074762
F1	59.912730	26.042093	54.380825
F2	59.874413	-26.025438	54.430977
C1	0.000000	34.537374	77.667044
C2	0.000000	-34.609203	77.635063
P1	-59.912730	26.042093	54.380825
P2	-59.874413	-26.025438	54.430977
AF3	76.152767	31.482797	20.846813
AF4	76.152767	-31.482797	20.846813
FC3	30.955285	59.274978	52.471395
FC4	30.955285	-59.274978	52.471395
CP3	-30.955285	59.274978	52.471395
CP4	-30.955285	-59.274978	52.471395
PO3	-76.152767	31.482797	20.846813
PO4	-76.152767	-31.482797	20.846813
F5	54.037888	63.058222	18.126426
F6	54.026334	-63.044739	18.207584
C5	0.000000	80.831548	26.291840
C6	0.000000	-80.831548	26.291840
P5	-54.037888	63.058222	18.126426
P6	-54.026334	-63.044739	18.207584
AF7	68.691076	49.709431	-5.958898
AF8	68.720899	-49.668904	-5.952979
FT7	26.207504	80.410014	-8.508605
FT8	26.207504	-80.410014	-8.508605
TP7	-26.207504	80.410014	-8.508605
TP8	-26.284772	-80.385102	-8.505653
PO7	-68.691076	49.709431	-5.958898
PO8	-68.720899	-49.668904	-5.952979
F9	44.484105	59.708274	-41.001053
F10	44.484105	-59.708274	-41.001053
CPz	-32.927884	-0.000000	78.362966
POz	-79.025539	-0.000000	31.304380
